contract_amount,ejari_property_sub_type_ar,project_name_en,ejari_bus_property_type_ar,property_usage_en,contract_id,ejari_property_sub_type_en,project_name_ar,property_usage_ar,area_id,tenant_type_en,contract_start_date,contract_end_date,nearest_metro_en,ejari_bus_property_type_id,no_of_prop,line_number,nearest_mall_en,nearest_metro_ar,ejari_bus_property_type_en,ejari_property_sub_type_id,nearest_mall_ar,tenant_type_id,annual_amount,contract_reg_type_en,ejari_property_type_en,is_free_hold,master_project_en,contract_reg_type_ar,ejari_property_type_ar,nearest_landmark_en,area_name_en,load_timestamp,nearest_landmark_ar,ejari_property_type_id,area_name_ar,project_number,actual_area,tenant_type_ar,master_project_ar,contract_reg_type_id
"62940","غرفتين و صالة","","وحدة","Residential","CRT158717366","2 bed rooms+hall","","سكني","356","","2013-01-01","2013-12-31","Baniyas Square Metro Station","2","1","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","2","مول دبي","null","62940","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Rega","2025-12-11 23:26:31","مطار دبي الدولي","842","الرقه","null","113","","","1"
"43050","أستوديو","","وحدة","Residential","CRT2091389696","Studio","","سكني","351","Person","2023-08-20","2024-08-19","Dubai Internet City","2","1","1","Marina Mall","مدينة دبي للإنترنت","Unit","11","مارينا مول","0","43050","Renew","Flat","1","The Greens","تجديد","شقه","Burj Al Arab","Al Thanyah Third","2025-12-11 23:26:31","برج العرب","842","الثنيه الثالثة","null","45","شخص","الروضة","2"
"23000","أستوديو","","وحدة","Residential","CRT2046061557","Studio","","سكني","343","Authority","2022-12-15","2023-12-14","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","11","سيتي سنتر مردف","1","23000","New","Flat","1","International City Phase 1","جديد","شقه","","Al Warsan First","2025-12-11 23:26:31","","842","ورسان الاولى","null","45","جهة","المدينة العالمية - المرحلة الاولى","1"
"24000","أستوديو","","وحدة","Residential","CNT130244244","Studio","","سكني","343","Person","2013-04-12","2014-04-13","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","11","سيتي سنتر مردف","0","23867","New","Flat","1","International City Phase 1","جديد","شقه","","Al Warsan First","2025-12-11 23:26:31","","842","ورسان الاولى","null","57","شخص","المدينة العالمية - المرحلة الاولى","1"
"155000","غرفتين و صالة","","وحدة","Residential","CRT148351946","2 bed rooms+hall","","سكني","330","","2013-07-25","2014-07-24","Marina Towers","2","1","1","Marina Mall","ابراج مارينا","Unit","2","مارينا مول","null","155000","New","Flat","1","Dubai Marina","جديد","شقه","Burj Al Arab","Marsa Dubai","2025-12-11 23:26:31","برج العرب","842","مرسى دبي","null","144","","دبي مارينا","1"
"40000","غرفتين و صالة","","وحدة","Residential","CNT2117105974","2 bed rooms+hall","","سكني","361","Person","2022-06-15","2023-06-14","Al Qusais Metro Station","2","1","1","City Centre Mirdif","محطة مترو القصيص","Unit","2","سيتي سنتر مردف","0","40000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Muhaisanah Fourth","2025-12-11 23:26:31","مطار دبي الدولي","842","محيصنه الرابعه","null","85","شخص","","2"
"79200","غرفتين و صالة","","وحدة","Residential","CNT328134784","2 bed rooms+hall","","سكني","368","Person","2015-07-24","2016-07-23","Sharaf Dg Metro Station","2","1","1","Mall of the Emirates","محطة مترو شرف دي جي","Unit","2","مول الإمارات","0","79200","Renew","Flat","0","","تجديد","شقه","Burj Al Arab","Al Barsha First","2025-12-11 23:26:31","برج العرب","842","البرشاء الاولى","null","78","شخص","","2"
"48300","غرفتين و صالة","","وحدة","Residential","CNT340474873","2 bed rooms+hall","","سكني","343","Person","2015-08-10","2016-08-09","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","2","سيتي سنتر مردف","0","48300","Renew","Flat","1","International City Phase 1","تجديد","شقه","","Al Warsan First","2025-12-11 23:26:31","","842","ورسان الاولى","null","86","شخص","المدينة العالمية - المرحلة الاولى","2"
"2577600","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT408478587","Room in labor Camp","","سكني","360","Authority","2016-01-01","2016-12-31","Etisalat Metro Station","5","179","131","City Centre Mirdif","محطة مترو اتصالات","Virtual Unit","12","سيتي سنتر مردف","1","2577600","Renew","Labor Camps","0","","تجديد","سكن عمال","Dubai International Airport","Muhaisanah Second","2025-12-11 23:26:31","مطار دبي الدولي","4","محيصنه الثانيه","null","null","جهة","","2"
"330000","غرفتين و صالة","GLOBAL LAKE VIEW","وحدة","Residential","CNT2130510174","2 bed rooms+hall","جلوبال ليك فيو","سكني","350","Person","2025-03-02","2028-03-01","Jumeirah Lakes Towers","2","1","1","Marina Mall","أبراج بحيرات جميرا","Unit","2","مارينا مول","0","110000","New","Flat","1","Jumeirah Lakes Towers","جديد","شقه","Sports City Swimming Academy","Al Thanyah Fifth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","الثنيه الخامسة","596","95","شخص"," ابراج بحيرات الجميرا","1"
"154000","ثلاثة غرفة و صالة","","وحدة","Residential","CNT2105608571","3 bed rooms+hall","","سكني","330","Person","2024-01-23","2025-01-22","Dubai Marina","2","1","1","Marina Mall","مرسى دبي","Unit","3","مارينا مول","0","154000","Renew","Flat","1","Dubai Marina","تجديد","شقه","Burj Al Arab","Marsa Dubai","2025-12-11 23:26:31","برج العرب","842","مرسى دبي","null","162","شخص","دبي مارينا","2"
"510000","مكتب","","وحدة","Commercial","CNT546514104","Office","","تجاري","317","Authority","2017-01-01","2017-12-31","Emirates Towers Metro Station","2","4","2","Dubai Mall","محطة مترو أبراج الإمارات","Unit","422","مول دبي","1","510000","Renew","Office","0","","تجديد","مكتب","Burj Khalifa","Jumeirah First","2025-12-11 23:26:31","برج خليفة","2","جميرا الاولى","null","118","جهة","","2"
"278400","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT2086732217","Room in labor Camp","","سكني","308","Authority","2023-07-01","2024-08-31","First Abu Dhabi Bank Metro Station","5","29","21","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Virtual Unit","12","مول الإمارات","1","238629","New","Labor Camps","0","","جديد","سكن عمال","Burj Al Arab","Al Goze Industrial First","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الاولى","null","null","جهة","","1"
"38500","غرفة و صالة","","وحدة","Residential","CNT183509094","1bed room+Hall","","سكني","356","Person","2014-01-01","2014-12-31","Union Metro Station","2","1","1","Dubai Mall","محطة مترو الاتحاد","Unit","1","مول دبي","0","38500","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Rega","2025-12-11 23:26:31","مطار دبي الدولي","842","الرقه","null","53","شخص","","2"
"123500","غرفتين و صالة","PRINCESS TOWER","وحدة","Residential","CRT2106851156","2 bed rooms+hall","برنسس تاور","سكني","330","Authority","2023-12-06","2024-12-05","Mina Seyahi","2","1","1","Marina Mall","مينا السياحي","Unit","2","مارينا مول","1","123500","Renew","Flat","1","Dubai Marina","تجديد","شقه","Burj Al Arab","Marsa Dubai","2025-12-11 23:26:31","برج العرب","842","مرسى دبي","221","121","جهة","دبي مارينا","2"
"54000","غرفتين و صالة","","وحدة","Residential","CNT1269238979","2 bed rooms+hall","","سكني","357","Person","2020-08-15","2021-08-14","Al Qusais Metro Station","2","1","1","City Centre Mirdif","محطة مترو القصيص","Unit","2","سيتي سنتر مردف","0","54000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","AL TWAR FIFTH","2025-12-11 23:26:31","مطار دبي الدولي","842","الطوار الخامسة","null","102","شخص","","2"
"50000","غرفتين و صالة","","وحدة","Residential","CNT680561189","2 bed rooms+hall","","سكني","323","Person","2017-08-15","2018-08-14","Al Qusais Metro Station","2","1","1","City Centre Mirdif","محطة مترو القصيص","Unit","2","سيتي سنتر مردف","0","50000","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Qusais Industrial Fifth","2025-12-11 23:26:31","مطار دبي الدولي","842","القصيص الصناعيه الخامسه","null","667","شخص","","1"
"1000000","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT1264281975","Room in labor Camp","","سكني","309","Authority","2020-07-16","2021-07-15","First Abu Dhabi Bank Metro Station","5","124","83","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Virtual Unit","12","مول الإمارات","1","1000000","Renew","Labor Camps","0","","تجديد","سكن عمال","Burj Al Arab","Al Goze Industrial Third","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الثالثه","null","null","جهة","","2"
"15000","مكتب","","وحدة","Commercial","CNT2098055745","Office","","تجاري","339","Authority","2023-10-19","2024-10-18","Palm Deira Metro Stations","2","1","1","Dubai Mall","محطات مترو نخلة ديرة","Unit","422","مول دبي","1","15000","New","Office","0","","جديد","مكتب","Dubai International Airport","Al Mararr","2025-12-11 23:26:31","مطار دبي الدولي","2","المرر","null","21","جهة","","1"
"41000","غرفة و صالة","","وحدة","Residential","CNT846546720","1bed room+Hall","","سكني","301","Person","2018-09-01","2019-08-31","Al Nahda Metro Station","2","1","1","City Centre Mirdif","محطة مترو النهضة","Unit","1","سيتي سنتر مردف","0","41000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Nahda Second","2025-12-11 23:26:31","مطار دبي الدولي","842","النهده الثانيه","null","60","شخص","","2"
"63000","غرفتين و صالة","SKY COURTS","وحدة","Residential","CRT752534786","2 bed rooms+hall","سكاي كورتس","سكني","467","Person","2018-02-07","2019-02-06","","2","1","1","","","Unit","2","","0","63000","New","Flat","1","Dubai Land Residence Complex","جديد","شقه","IMG World Adventures","Wadi Al Safa 5","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","وادي الصفا 5","794","117","شخص","مجمع دبي لاند السكني","1"
"47000","غرفة و صالة","","وحدة","Residential","CNT1339479785","1bed room+Hall","","سكني","362","Person","2020-10-20","2021-10-19","Baniyas Square Metro Station","2","1","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","1","مول دبي","0","47000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Naif","2025-12-11 23:26:31","مطار دبي الدولي","842","نايف","null","56","شخص","","2"
"4880040","مكتب","","وحدة","Commercial","CNT924131279","Office","","تجاري","326","Authority","2018-11-15","2019-11-14","Healthcare City Metro Station","2","27","13","Dubai Mall","محطة مترو مدينة الرعاية الصحية","Unit","422","مول دبي","1","4880040","New","Office","0","","جديد","مكتب","Dubai International Airport","Um Hurair Second","2025-12-11 23:26:31","مطار دبي الدولي","2","ام هرير الثانيه","null","75","جهة","","1"
"31500","مكتب","","وحدة","Commercial","CNT1103204782","Office","","تجاري","235","Authority","2019-09-26","2020-09-25","Palm Deira Metro Stations","2","1","1","Dubai Mall","محطات مترو نخلة ديرة","Unit","422","مول دبي","1","31500","Renew","Office","0","","تجديد","مكتب","Dubai International Airport","Eyal Nasser","2025-12-11 23:26:31","مطار دبي الدولي","2","عيال ناصر","null","22","جهة","","2"
"59000","غرفة و صالة","","وحدة","Residential","CNT1112997035","1bed room+Hall","","سكني","333","Person","2019-11-09","2020-11-08","ADCB Metro Station","2","1","1","Dubai Mall","محطة مترو بنك أبوظبي التجاري","Unit","1","مول دبي","0","59000","New","Flat","0","","جديد","شقه","Burj Khalifa","Madinat Dubai Almelaheyah","2025-12-11 23:26:31","برج خليفة","842","مدينة دبي الملاحية","null","87","شخص","","1"
"30000","أستوديو","","وحدة","Residential","CRT424063336","Studio","","سكني","343","","2014-07-20","2015-07-19","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","11","سيتي سنتر مردف","null","30000","Renew","Flat","1","International City Phase 1","تجديد","شقه","","Al Warsan First","2025-12-11 23:26:31","","842","ورسان الاولى","null","45","","المدينة العالمية - المرحلة الاولى","2"
"71500","غرفة و صالة","THE DUBAI CREEK RESIDENCES","وحدة","Residential","CRT2033765157","1bed room+Hall","دبي كريك ريزيدنس","سكني","447","Person","2022-11-25","2023-11-24","Creek Metro Station","2","1","1","Dubai Mall","محطة مترو الخور","Unit","1","مول دبي","0","71500","Renew","Flat","1","Dubai Creek Harbour","تجديد","شقه","Dubai International Airport","Al Khairan First","2025-12-11 23:26:31","مطار دبي الدولي","842","الخيران الأولى","1597","109","شخص","خور دبي","2"
"45000","محل","","وحدة","Commercial","CNT1891242000","Shop","","تجاري","238","Authority","2022-03-01","2023-02-28","Palm Deira Metro Stations","2","1","1","Dubai Mall","محطات مترو نخلة ديرة","Unit","421","مول دبي","1","45000","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Al Dhagaya","2025-12-11 23:26:31","مطار دبي الدولي","1","الضغايه","null","20","جهة","","2"
"58000","غرفتين و صالة","","وحدة","Residential","CNT1938605620","2 bed rooms+hall","","سكني","441","Person","2022-07-20","2023-07-19","Dubai Internet City","2","1","1","Mall of the Emirates","مدينة دبي للإنترنت","Unit","2","مول الإمارات","0","58000","New","Flat","1","Jumeirah Village Circle","جديد","شقه","Sports City Swimming Academy","Al Barsha South Fourth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","البرشاء جنوب الرابعة","null","95","شخص","قرية جميرا الدائرية","1"
"125000","غرفتين و صالة","","وحدة","Residential","CRT2130253126","2 bed rooms+hall","","سكني","526","Person","2025-03-25","2026-03-24","Business Bay Metro Station","2","1","1","Dubai Mall","محطة مترو الخليج التجاري","Unit","2","مول دبي","0","125000","New","Flat","1","Business Bay","جديد","شقه","Downtown Dubai","Business Bay","2025-12-11 23:26:31","وسط مدينة دبي","842","الخليج التجارى","null","133","شخص","الخليج التجاري","1"
"50000","غرفة و صالة","","وحدة","Residential","CNT634519956","1bed room+Hall","","سكني","339","Person","2017-04-01","2018-03-31","Baniyas Square Metro Station","2","1","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","1","مول دبي","0","50000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Mararr","2025-12-11 23:26:31","مطار دبي الدولي","842","المرر","null","41","شخص","","2"
"220524","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT2132466300","Room in labor Camp","","سكني","372","Authority","2024-11-01","2025-10-31","Noor Bank Metro Station","5","11","6","Mall of the Emirates","محطة مترو نور بنك","Virtual Unit","12","مول الإمارات","1","220524","New","Labor Camps","0","","جديد","سكن عمال","Burj Al Arab","Al Goze Industrial Second","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الثانيه","null","null","جهة","","1"
"140000","غرفة و صالة","DOWNTOWN VIEWS","وحدة","Residential","CNT2132814488","1bed room+Hall","مشاهد من الداخل","سكني","332","Person","2025-10-09","2026-10-08","Buj Khalifa Dubai Mall Metro Station","2","1","1","Dubai Mall","محطة مترو بوج خليفة دبي مول","Unit","1","مول دبي","0","140000","Renew","Flat","1","","تجديد","شقه","Burj Khalifa","Zaabeel Second","2025-12-11 23:26:31","برج خليفة","842","زعبيل الثانيه","1642","80","شخص","","2"
"38500","غرفتين و صالة","","وحدة","Residential","CNT2072611055","2 bed rooms+hall","","سكني","322","Authority","2023-02-01","2024-01-31","Al Qusais Metro Station","2","1","1","City Centre Mirdif","محطة مترو القصيص","Unit","2","سيتي سنتر مردف","1","38500","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Qusais Industrial Fourth","2025-12-11 23:26:31","مطار دبي الدولي","842","القصيص الصناعيه الرابعه","null","106","جهة","","2"
"38000","محل","","وحدة","Commercial","CNT1151035916","Shop","","تجاري","339","Person","2020-01-01","2020-12-31","Palm Deira Metro Stations","2","1","1","Dubai Mall","محطات مترو نخلة ديرة","Unit","421","مول دبي","0","38000","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Al Mararr","2025-12-11 23:26:31","مطار دبي الدولي","1","المرر","null","23","شخص","","2"
"41999","غرفتين و صالة","","وحدة","Residential","CNT2096637687","2 bed rooms+hall","","سكني","342","Person","2023-11-08","2024-11-07","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","2","سيتي سنتر مردف","0","41999","New","Flat","0","","جديد","شقه","Dubai International Airport","Ras Al Khor Industrial Third","2025-12-11 23:26:31","مطار دبي الدولي","842","راس الخور الصناعيه الثالثه","null","92","شخص","","1"
"70000","غرفتين و صالة","","وحدة","Residential","CNT106158603","2 bed rooms+hall","","سكني","240","Person","2013-03-25","2014-03-24","Deira City Centre","2","1","1","Dubai Mall","ديرة سيتي سنتر","Unit","2","مول دبي","0","70000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Port Saeed","2025-12-11 23:26:31","مطار دبي الدولي","842","بور سعيد","null","172","شخص","","2"
"44100","أستوديو","","وحدة","Residential","CNT173821837","Studio","","سكني","278","Authority","2014-01-01","2014-12-31","Al Fahidi Metro Station","2","1","1","Dubai Mall","محطة مترو الفهيدي","Unit","11","مول دبي","1","44100","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Mankhool","2025-12-11 23:26:31","برج خليفة","842","منخول","null","51","جهة","","2"
"5749","غرفة و صالة","","وحدة","Residential","CNT2132940859","1bed room+Hall","","سكني","297","Person","2025-08-31","2025-09-30","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","1","سيتي سنتر مردف","0","66758","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Warqa First","2025-12-11 23:26:31","مطار دبي الدولي","842","الورقاء الاولى","null","81","شخص","","2"
"2000","غرفه سكن عمال","","وحدة","Residential","CNT1838180609","Room in labor Camp","","سكني","347","Authority","2022-02-04","2022-08-08","Noor Bank Metro Station","2","1","1","Dubai Mall","محطة مترو نور بنك","Unit","12","مول دبي","1","3895","New","Labor Camps","0","","جديد","سكن عمال","Downtown Dubai","Al Goze Third","2025-12-11 23:26:31","وسط مدينة دبي","4","القوز الثالثه","null","15","جهة","","1"
"283617","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT1985583745","Room in labor Camp","","سكني","373","Authority","2022-06-15","2023-07-14","First Abu Dhabi Bank Metro Station","5","19","12","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Virtual Unit","12","مول الإمارات","1","261800","New","Labor Camps","0","","جديد","سكن عمال","Burj Al Arab","Al Goze Industrial Fourth","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الرابعه","null","null","جهة","","1"
"63000","غرفة و صالة","","وحدة","Residential","CNT736137404","1bed room+Hall","","سكني","367","Person","2018-01-01","2018-12-31","Al Fahidi Metro Station","2","1","1","Dubai Mall","محطة مترو الفهيدي","Unit","1","مول دبي","0","63000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Suq Al Kabeer","2025-12-11 23:26:31","مطار دبي الدولي","842","السوق الكبير","null","66","شخص","","2"
"65000","غرفتين و صالة","","وحدة","Residential","CNT664562169","2 bed rooms+hall","","سكني","271","Person","2017-08-01","2018-07-31","ADCB Metro Station","2","1","1","Dubai Mall","محطة مترو بنك أبوظبي التجاري","Unit","2","مول دبي","0","65000","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Al Karama","2025-12-11 23:26:31","برج خليفة","842","الكرامه","null","106","شخص","","2"
"50000","غرفة و صالة","","وحدة","Residential","CNT262551734","1bed room+Hall","","سكني","355","Person","2015-01-15","2016-01-14","STADIUM Metro Station","2","1","1","City Centre Mirdif","محطة مترو الاستاد","Unit","1","سيتي سنتر مردف","0","50000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Nahda First","2025-12-11 23:26:31","مطار دبي الدولي","842","النهده الاولى","null","72","شخص","","2"
"10296001","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT340538813","Room in labor Camp","","سكني","395","Authority","2015-07-01","2016-06-30","DANUBE Metro Station","5","497","38","Ibn-e-Battuta Mall","محطة مترو الدانوب","Virtual Unit","12","ابن بطوطة مول","1","10296001","New","Labor Camps","0","","جديد","سكن عمال","Expo 2020 Site","Jabal Ali Industrial First","2025-12-11 23:26:31","موقع إكسبو 2020","4","جبل على الصناعية الأولى","null","null","جهة","","1"
"80000","محل","","وحدة","Commercial","CNT2117591658","Shop","","تجاري","339","Authority","2024-07-10","2025-07-09","Baniyas Square Metro Station","2","1","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","421","مول دبي","1","80000","New","Shop","0","","جديد","محل","Dubai International Airport","Al Mararr","2025-12-11 23:26:31","مطار دبي الدولي","1","المرر","null","18","جهة","","1"
"55000","غرفة و صالة","","وحدة","Residential","CNT246346208","1bed room+Hall","","سكني","445","Authority","2014-10-07","2015-10-06","","2","1","1","","","Unit","1","","1","55000","Renew","Flat","1","Discovery Gardens","تجديد","شقه","","Jabal Ali First","2025-12-11 23:26:31","","842","جبل علي الأولى","null","91","جهة","الحدائق المكتشفة","2"
"40000","أستوديو","","وحدة","Residential","CNT1223302594","Studio","","سكني","388","Person","2020-05-01","2021-04-30","Oud Metha Metro Station","2","1","1","Dubai Mall","محطة مترو عود ميثاء","Unit","11","مول دبي","0","40000","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Oud Metha","2025-12-11 23:26:31","برج خليفة","842","عود ميثا","null","0","شخص","","2"
"147000","ثلاثة غرفة و صالة","WINDSOR MANOR","وحدة","Residential","CNT2127828739","3 bed rooms+hall","ويندسور مانور","سكني","526","Person","2025-02-01","2026-01-31","Buj Khalifa Dubai Mall Metro Station","2","1","1","Dubai Mall","محطة مترو بوج خليفة دبي مول","Unit","3","مول دبي","0","147000","Renew","Flat","1","Business Bay","تجديد","شقه","Downtown Dubai","Business Bay","2025-12-11 23:26:31","وسط مدينة دبي","842","الخليج التجارى","316","203","شخص","الخليج التجاري","2"
"1576273","مطعم","","وحدة","Commercial","CNT2129919554","Restaurant","","تجاري","271","Authority","2024-11-01","2027-10-31","Oud Metha Metro Station","2","1","1","Dubai Mall","محطة مترو عود ميثاء","Unit","29","مول دبي","1","525424","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Al Karama","2025-12-11 23:26:31","مطار دبي الدولي","1","الكرامه","null","650","جهة","","2"
"280000","ثلاثة غرفة و صالة","","وحدة","Residential","CRT947595006","3 bed rooms+hall","","سكني","330","Authority","2019-02-20","2021-02-19","Jumeirah Beach Residency","2","1","1","Marina Mall","مساكن شاطئ جميرا","Unit","3","مارينا مول","1","140000","Renew","Flat","1","Jumeriah Beach Residence  - JBR","تجديد","شقه","Burj Al Arab","Marsa Dubai","2025-12-11 23:26:31","برج العرب","842","مرسى دبي","null","178","جهة","جميرا بيتش ريزيدنس  - الجيه بي آر ","2"
"60640","غرفة و صالة","","وحدة","Residential","CNT646472809","1bed room+Hall","","سكني","271","Person","2017-04-20","2018-04-19","ADCB Metro Station","2","1","1","Dubai Mall","محطة مترو بنك أبوظبي التجاري","Unit","1","مول دبي","0","60640","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Al Karama","2025-12-11 23:26:31","برج خليفة","842","الكرامه","null","60","شخص","","2"
"48000","أستوديو","","وحدة","Residential","CNT2112979141","Studio","","سكني","442","Person","2024-05-05","2025-05-04","Nakheel Metro Station","2","1","1","Marina Mall","محطة مترو النخيل","Unit","11","مارينا مول","0","48000","New","Flat","1","Jumeirah Village Triangle","جديد","شقه","Sports City Swimming Academy","Al Barsha South Fifth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","البرشاء جنوب الخامسة","null","36","شخص","قرية جميرا المثلثة","1"
"225120","مكتب","","وحدة","Commercial","CNT2129757038","Office","","تجاري","341","Authority","2025-02-01","2026-01-31","Trade Centre Metro Station","2","2","1","Dubai Mall","محطة مترو المركز التجاري","Unit","422","مول دبي","1","225120","Renew","Office","0","","تجديد","مكتب","Burj Khalifa","Trade Center First","2025-12-11 23:26:31","برج خليفة","2","المركز التجارى الاولى","null","66","جهة","","2"
"20000","مكتب","","وحدة","Commercial","CNT2131912659","Office","","تجاري","239","Authority","2025-07-21","2026-07-20","Salah Al Din Metro Station","2","1","1","Dubai Mall","محطة مترو صلاح الدين","Unit","422","مول دبي","1","20000","New","Office","0","","جديد","مكتب","Dubai International Airport","Al Baraha","2025-12-11 23:26:31","مطار دبي الدولي","2","البراحه","null","30","جهة","","1"
"237600","غرفه سكن عمال","","وحدة","Residential","CNT2110339167","Room in labor Camp","","سكني","459","Authority","2024-02-01","2025-01-31","","2","9","4","","","Unit","12","","1","237600","New","Labor Camps","1","Dubai Investment Park Second","جديد","سكن عمال","Expo 2020 Site","Dubai Investment Park Second","2025-12-11 23:26:31","موقع إكسبو 2020","4","مجمع دبي للاستثمار الثاني","null","22","جهة","مجمع دبي للاستثمار الثاني","1"
"45000","غرفة و صالة","PLATINUM RESIDENCE 1","وحدة","Residential","CRT1224709136","1bed room+Hall","الإقامة البلاتينية 1","سكني","484","Authority","2020-06-01","2021-05-31","","2","1","1","","","Unit","1","","1","45000","Renew","Flat","1","Silicon Oasis","تجديد","شقه","IMG World Adventures","Nadd Hessa","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","ند حصة","1589","80","جهة","واحة السيليكون","2"
"155000","غرفتين و صالة","","فيلا","Residential","CRT369929836","2 bed rooms+hall","","سكني","442","","2015-10-31","2016-10-30","Harbour Tower","4","1","1","Ibn-e-Battuta Mall","برج هاربور","Villa","2","ابن بطوطة مول","null","155000","New","Villa","1","Jumeirah Village Triangle","جديد","فيلا","Sports City Swimming Academy","Al Barsha South Fifth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","841","البرشاء جنوب الخامسة","null","854","","قرية جميرا المثلثة","1"
"33000","أستوديو","","وحدة","Residential","CNT2123020512","Studio","","سكني","362","Person","2024-10-12","2025-10-11","Baniyas Square Metro Station","2","1","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","11","مول دبي","0","33000","New","Studio ","0","","جديد","أستوديو","Dubai International Airport","Naif","2025-12-11 23:26:31","مطار دبي الدولي","903","نايف","null","23","شخص","","1"
"48400","غرفة و صالة","","وحدة","Residential","CNT2109531825","1bed room+Hall","","سكني","276","Person","2024-03-01","2025-02-28","Trade Centre Metro Station","2","1","1","Dubai Mall","محطة مترو المركز التجاري","Unit","1","مول دبي","0","48400","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Al Bada","2025-12-11 23:26:31","برج خليفة","842","البدع","null","89","شخص","","2"
"40000","أستوديو","Bloom Towers","وحدة","Residential","CRT1988000027","Studio","بلووم تاورز","سكني","441","Person","2022-08-30","2023-08-29","Dubai Internet City","2","1","1","Mall of the Emirates","مدينة دبي للإنترنت","Unit","11","مول الإمارات","0","40000","New","Flat","1","Jumeirah Village Circle","جديد","شقه","Sports City Swimming Academy","Al Barsha South Fourth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","البرشاء جنوب الرابعة","1888","33","شخص","قرية جميرا الدائرية","1"
"125000","غرفتين و صالة","AL HABTOOR CITY","وحدة","Residential","CNT1117891203","2 bed rooms+hall","الحبتور سيتي","سكني","526","Person","2019-11-01","2020-10-31","Business Bay Metro Station","2","1","1","Dubai Mall","محطة مترو الخليج التجاري","Unit","2","مول دبي","0","125000","Renew","Flat","1","","تجديد","شقه","Downtown Dubai","Business Bay","2025-12-11 23:26:31","وسط مدينة دبي","842","الخليج التجارى","1670","140","شخص","","2"
"3412800","سكن عمال","","وحدة افتراضية","Residential","CNT1973772415","Labor Camp","","سكني","360","Authority","2022-06-01","2023-07-31","Etisalat Metro Station","5","237","105","City Centre Mirdif","محطة مترو اتصالات","Virtual Unit","38","سيتي سنتر مردف","1","2925257","New","Labor Camps","0","","جديد","سكن عمال","Dubai International Airport","Muhaisanah Second","2025-12-11 23:26:31","مطار دبي الدولي","4","محيصنه الثانيه","null","null","جهة","","1"
